Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Daily_Return_Pct,Daily_Range,Daily_Range_Pct,MA_20,MA_50,MA_200,Rolling_Volatility_30,Rolling_Volatility_30_Annualized,Cumulative_Return,Running_Max,Drawdown,Year,Month,Month_Name,Day_of_Week
2016-04-29,21.19246482849121,23.434999465942383,23.68000030517578,23.127500534057617,23.497499465942383,274126000,-0.011494063691320888,-1.1494063691320888,0.5524997711181641,2.3513130489436347,24.094497203826904,23.554829597473145,24.599978675842284,0.01656990347306076,0.26303906302838537,2.3108262684481367,29.541784286499023,-0.28262746004220063,2016,4,April,Friday
2016-05-02,21.169849395751953,23.40999984741211,23.520000457763672,23.100000381469727,23.49250030517578,192640400,-0.0010671449933871147,-0.10671449933871147,0.4200000762939453,1.787804920029787,23.89690570831299,23.543977737426758,24.562610216140747,0.01655174874888048,0.26275086571657336,2.3072931367717877,29.541784286499023,-0.28339300055661,2016,5,May,Monday
2016-05-03,21.518009185791016,23.795000076293945,23.934999465942383,23.420000076293945,23.549999237060547,227325200,0.01644602110910265,1.6446021109102649,0.5149993896484375,2.186833997166271,23.731530284881593,23.536291122436523,24.525745544433594,0.01695564756985511,0.2691625607273598,2.3616849495131267,29.541784286499023,-0.27160766671683323,2016,5,May,Tuesday
2016-05-04,21.294200897216797,23.547500610351562,23.975000381469727,23.454999923706055,23.799999237060547,164102000,-0.010400975603356732,-1.0400975603356732,0.5200004577636719,2.184875942995599,23.541965103149415,23.534030303955078,24.485031394958497,0.016869654213239844,0.2677974585113137,2.326720146367069,29.541784286499023,-0.27918365760498354,2016,5,May,Wednesday
2016-05-05,21.207767486572266,23.309999465942383,23.517499923706055,23.170000076293945,23.5,143562000,-0.004059011702844839,-0.4059011702844839,0.3474998474121094,1.4787227549451463,23.375433731079102,23.523665466308593,24.44535614967346,0.01686724083312479,0.2677591472896927,2.3132169503608755,29.541784286499023,-0.2821094595743667,2016,5,May,Thursday
2016-05-06,21.08948516845703,23.18000030517578,23.362499237060547,22.962499618530273,23.342500686645508,174799600,-0.005577311152158093,-0.5577311152158093,0.39999961853027344,1.7136108247353183,23.201631355285645,23.507950859069823,24.41125237464905,0.01686970473352817,0.2677982604960282,2.2947381085141085,29.541784286499023,-0.2861133584915113,2016,5,May,Friday
2016-05-09,21.105405807495117,23.197500228881836,23.4424991607666,23.147499084472656,23.25,131745600,0.0007549088520140135,0.07549088520140135,0.2950000762939453,1.2688175324470765,23.024555969238282,23.491876487731933,24.37729510307312,0.016891614516985357,0.26814606752587006,2.2972253354772936,29.541784286499023,-0.28557443914650205,2016,5,May,Monday
2016-05-10,21.24870491027832,23.354999542236328,23.392499923706055,23.02750015258789,23.332500457763672,134747200,0.0067896871583637,0.67896871583637,0.36499977111816406,1.5643405719797758,22.838594055175783,23.479662818908693,24.344789838790895,0.016211342503245883,0.25734708409247953,2.3196124639958153,29.541784286499023,-0.28072371309036837,2016,5,May,Tuesday
2016-05-11,21.041719436645508,23.127500534057617,23.392499923706055,23.114999771118164,23.3700008392334,114876400,-0.009741086551241507,-0.9741086551241507,0.2775001525878906,1.1874203792154994,22.624196529388428,23.4459468460083,24.31317769050598,0.015699603329744117,0.24922347655718707,2.287275831667452,29.541784286499023,-0.2877302456554107,2016,5,May,Wednesday
2016-05-12,20.548145294189453,22.584999084472656,23.19499969482422,22.36750030517578,23.18000030517578,305258800,-0.023456930121236397,-2.3456930121236397,0.8274993896484375,3.569885154245093,22.384441947937013,23.401364517211913,24.278417835235597,0.01604564822478483,0.2547167689656341,2.210166432194799,29.541784286499023,-0.3044379075105419,2016,5,May,Thursday
2016-05-13,20.589082717895508,22.6299991607666,22.917499542236328,22.5,22.5,177571200,0.0019922685536797324,0.19922685536797324,0.4174995422363281,1.8555535210503473,22.17216787338257,23.3542098236084,24.244297285079956,0.01586539348890815,0.2518553137430061,2.216561945829739,29.541784286499023,-0.30305216102654353,2016,5,May,Friday
2016-05-16,21.353328704833984,23.469999313354492,23.59749984741211,22.912500381469727,23.09749984741211,245039200,0.0371189915262331,3.7118991526233103,0.6849994659423828,2.96568663477719,22.02489643096924,23.31551254272461,24.21468894004822,0.017496718969747645,0.27775180292123114,2.335957481440597,29.541784286499023,-0.2771821600974613,2016,5,May,Monday
2016-05-17,21.264623641967773,23.372499465942383,23.674999237060547,23.252500534057617,23.637500762939453,187667600,-0.004154156201704007,-0.4154156201704007,0.4224987030029297,1.7874085219083444,21.87963275909424,23.280195808410646,24.18582949638367,0.017453839065453468,0.2770711055432033,2.3220993929804497,29.541784286499023,-0.2801848583097948,2016,5,May,Tuesday
2016-05-18,21.508005142211914,23.639999389648438,23.802499771118164,23.47249984741211,23.540000915527344,168249600,0.011445370693690782,1.1445370693690782,0.3299999237060547,1.4018687802530274,21.74405174255371,23.25354465484619,24.161374311447144,0.017484449433548765,0.27755703007232513,2.360122052014396,29.541784286499023,-0.2719463071822189,2016,5,May,Wednesday
2016-05-19,21.426118850708008,23.549999237060547,23.65999984741211,23.392499923706055,23.65999984741211,121768400,-0.0038072471604163605,-0.38072471604163605,0.2674999237060547,1.1305998538935467,21.61748857498169,23.22484893798828,24.140744590759276,0.017192910649138537,0.27292899534584786,2.347329236873212,29.541784286499023,-0.27471818753682997,2016,5,May,Thursday
2016-05-20,21.65811538696289,23.80500030517578,23.857500076293945,23.6299991607666,23.65999984741211,128104000,0.01082774429990696,1.082774429990696,0.22750091552734375,0.9615423372550334,21.505803489685057,23.200567054748536,24.12042781829834,0.01739008756969555,0.2760590819223003,2.383573261937678,29.541784286499023,-0.2668650215261057,2016,5,May,Friday
2016-05-23,21.93334197998047,24.107500076293945,24.297500610351562,23.917499542236328,23.967500686645508,152074400,0.012707781268136209,1.270778126813621,0.3800010681152344,1.5854847490500659,21.414661979675294,23.176861114501953,24.1012073802948,0.01761029368337314,0.2795547456061018,2.426570970855096,29.541784286499023,-0.2575485025796398,2016,5,May,Monday
2016-05-24,22.267702102661133,24.475000381469727,24.522499084472656,24.209999084472656,24.30500030517578,140560800,0.015244376483339872,1.5244376483339872,0.3125,1.2857436579972095,21.34849033355713,23.158666877746583,24.083222141265868,0.017687587325769086,0.280781744140338,2.478806908781695,29.541784286499023,-0.2462302924323444,2016,5,May,Tuesday
2016-05-25,22.658910751342773,24.905000686645508,24.934999465942383,24.52750015258789,24.667499542236328,152675200,0.017568433728727184,1.7568433728727184,0.4074993133544922,1.6519684642408174,21.375693321228027,23.138982276916504,24.0624910736084,0.017805104049958935,0.28264726430292186,2.5399240974136643,29.541784286499023,-0.23298773927821992,2016,5,May,Wednesday
2016-05-26,22.838605880737305,25.102500915527344,25.1825008392334,24.65999984741211,24.920000076293945,225324800,0.007930439877119166,0.7930439877119166,0.5225009918212891,2.0967134439069968,21.44567937850952,23.11660675048828,24.049632892608642,0.017914491584024035,0.284383737572923,2.5679972526377686,29.541784286499023,-0.22690499465955272,2016,5,May,Thursday
2016-05-27,22.8249568939209,25.087499618530273,25.11750030517578,24.8125,24.860000610351562,145364800,-0.000597627845048021,-0.0597627845048021,0.30500030517578125,1.2268716721140418,21.527303981781007,23.094726943969725,24.034747371673586,0.017636687256002207,0.279973730582424,2.5658649181285376,29.541784286499023,-0.22736701776161172,2016,5,May,Friday
